"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","21","heatwave","Admin","Categories","","","Categories-No Auth",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","14","heatwave","Admin","Utilities","","","Delivery Locations-No Auth",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","20","heatwave","Admin","Categories","","","Categories-Existing category",""
"broken","Sat Aug 10 09:25:00 GMT 2024","Sat Aug 10 09:25:00 GMT 2024","15","heatwave","Customer","Orders","","","Orders-Invalid Token",""
"broken","Sat Aug 10 09:25:00 GMT 2024","Sat Aug 10 09:25:00 GMT 2024","14","heatwave","Customer","Auth","","","Login-Empty Email field",""
"broken","Sat Aug 10 09:25:00 GMT 2024","Sat Aug 10 09:25:00 GMT 2024","15","heatwave","Customer","Cart","","","Update Cart-Expired Token",""
"broken","Sat Aug 10 09:25:00 GMT 2024","Sat Aug 10 09:25:00 GMT 2024","15","heatwave","Customer","Auth","","","SignUp-Existing Phone",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","19","heatwave","Admin","Auth","","","Login Copy",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","26","heatwave","Admin","Auth","","","SignUp-Empty fields",""
"broken","Sat Aug 10 09:25:00 GMT 2024","Sat Aug 10 09:25:00 GMT 2024","15","heatwave","Customer","Auth","","","Login-Incorrect password",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","20","heatwave","Admin","Collections","","","Collections-Invalid Token",""
"broken","Sat Aug 10 09:25:00 GMT 2024","Sat Aug 10 09:25:00 GMT 2024","14","heatwave","Customer","Auth","","","Login-Empty fields",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","15","heatwave","Admin","Utilities","","","States and LGA-No Auth",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","19","heatwave","Admin","Auth","","","Login-Empty email field",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","22","heatwave","Admin","Auth","","","SignUp-Existing email",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","21","heatwave","Admin","Auth","","","SignUp-Invalid Email",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","20","heatwave","Admin","Collections","","","Collections-No Auth",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","15","heatwave","Admin","Utilities","","","Delivery Locations-Expired token",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","17","heatwave","Admin","Utilities","","","Delivery Locations",""
"broken","Sat Aug 10 09:24:59 GMT 2024","Sat Aug 10 09:24:59 GMT 2024","19","heatwave","Admin","Collections","","","Collections",""
